year,age,years_in_f1,races_with_each_team_since_1995,F2_champion,Former_F1_World_Champion,home_race,starting_grid_position,points_in_previous_race,laps_in_previous_race,constructorId_points_at_stage_of_season,driver_points_at_stage_of_season,race_70th Anniversary Grand Prix,race_Abu Dhabi Grand Prix,race_Argentine Grand Prix,race_Australian Grand Prix,race_Austrian Grand Prix,race_Azerbaijan Grand Prix,race_Bahrain Grand Prix,race_Belgian Grand Prix,race_Brazilian Grand Prix,race_British Grand Prix,race_Canadian Grand Prix,race_Chinese Grand Prix,race_Dutch Grand Prix,race_Eifel Grand Prix,race_Emilia Romagna Grand Prix,race_European Grand Prix,race_French Grand Prix,race_German Grand Prix,race_Hungarian Grand Prix,race_Indian Grand Prix,race_Italian Grand Prix,race_Japanese Grand Prix,race_Korean Grand Prix,race_Luxembourg Grand Prix,race_Malaysian Grand Prix,race_Mexican Grand Prix,race_Mexico City Grand Prix,race_Miami Grand Prix,race_Monaco Grand Prix,race_Pacific Grand Prix,race_Portuguese Grand Prix,race_Qatar Grand Prix,race_Russian Grand Prix,race_Sakhir Grand Prix,race_San Marino Grand Prix,race_Saudi Arabian Grand Prix,race_Singapore Grand Prix,race_Spanish Grand Prix,race_Styrian Grand Prix,race_Ṣo Paulo Grand Prix,race_Turkish Grand Prix,race_Tuscan Grand Prix,race_United States Grand Prix,engine_manufacturer_Acer,engine_manufacturer_Arrows,engine_manufacturer_Asiatech,engine_manufacturer_BMW,engine_manufacturer_Cosworth,engine_manufacturer_Ferrari,engine_manufacturer_Ford,engine_manufacturer_Hart,engine_manufacturer_Honda,engine_manufacturer_Mecachrome,engine_manufacturer_Mercedes,engine_manufacturer_Mugen-Honda,engine_manufacturer_Petronas,engine_manufacturer_Peugeot,engine_manufacturer_Playlife,engine_manufacturer_Red Bull,engine_manufacturer_Renault,engine_manufacturer_Supertec,engine_manufacturer_Toro Rosso,engine_manufacturer_Toyota,engine_manufacturer_Yamaha,constructor_nationality_American,constructor_nationality_Austrian,constructor_nationality_British,constructor_nationality_Dutch,constructor_nationality_French,constructor_nationality_German,constructor_nationality_Indian,constructor_nationality_Irish,constructor_nationality_Italian,constructor_nationality_Japanese,constructor_nationality_Malaysian,constructor_nationality_Russian,constructor_nationality_Spanish,constructor_nationality_Swiss,Nationality_American,Nationality_Argentine,Nationality_Australian,Nationality_Austrian,Nationality_Belgian,Nationality_Brazilian,Nationality_British,Nationality_Canadian,Nationality_Chinese,Nationality_Colombian,Nationality_Czech,Nationality_Danish,Nationality_Dutch,Nationality_Finnish,Nationality_French,Nationality_German,Nationality_Hungarian,Nationality_Indian,Nationality_Indonesian,Nationality_Irish,Nationality_Italian,Nationality_Japanese,Nationality_Malaysian,Nationality_Mexican,Nationality_Monegasque,Nationality_New Zealander,Nationality_Polish,Nationality_Portuguese,Nationality_Russian,Nationality_Spanish,Nationality_Swedish,Nationality_Swiss,Nationality_Thai,Nationality_Venezuelan,Mechanical,Driver_Issue,Lapped,Number_Of_Stops,Total_time_in_pits,Avg_time_in_pits,Weather_Conditions_Dry,Weather_Conditions_Rain,Weather_Conditions_Very changeable,Circuit_Type_Permanent Race Track ,Circuit_Type_Street Circuit,Circuit_Type_Street Circuit ,constructorId_10,constructorId_11,constructorId_117,constructorId_12,constructorId_13,constructorId_131,constructorId_14,constructorId_15,constructorId_16,constructorId_164,constructorId_166,constructorId_17,constructorId_18,constructorId_19,constructorId_2,constructorId_20,constructorId_205,constructorId_206,constructorId_207,constructorId_208,constructorId_209,constructorId_21,constructorId_210,constructorId_211,constructorId_213,constructorId_214,constructorId_22,constructorId_23,constructorId_24,constructorId_25,constructorId_26,constructorId_27,constructorId_28,constructorId_29,constructorId_3,constructorId_30,constructorId_31,constructorId_4,constructorId_5,constructorId_51,constructorId_6,constructorId_7,constructorId_8,constructorId_9
-0.083531664,0.005561217,0.012427205,0.012475351,-0.028339469,-0.029437338,0.000228023,0.066320849,0.022803134,-0.011066852,-0.012340019,0.00817028,1.84E-05,0.000345373,2.24E-05,-2.93E-05,0.000407525,0.000240192,0.000269918,0.000574489,0.000489502,0.001042997,0.000150087,-0.034599404,8.23E-05,1.30E-05,6.39E-05,0.000373352,0.000326352,0.00045936,0.00107309,0.000103237,0.000830676,0.000600824,9.66E-05,1.43E-05,0.000227573,8.01E-05,9.94E-05,0.000193725,0.000552567,1.42E-05,1.93E-05,-3.80E-05,6.89E-05,6.03E-06,0.000235391,0.000171843,0.000331617,0.000370932,3.62E-06,1.43E-05,0.000260281,1.45E-06,0.000467058,8.93E-09,1.94E-06,8.71E-07,0.000742258,0.000614031,0.00609774,0.000334348,5.69E-07,0.001451258,1.83E-05,-0.018281003,3.12E-05,2.00E-05,3.80E-05,3.79E-05,4.93E-05,0.003402251,1.10E-05,1.58E-06,0.000381764,3.20E-06,0.000260083,0.001628413,-0.051686787,0,0.001594297,0.014930064,0.000865558,0.000118674,0.005219773,0.000687322,0,0,5.66E-07,0.00184425,0,8.14E-09,0.001280817,7.97E-05,2.09E-06,0.002618426,-0.013277761,0.000229004,1.95E-07,6.86E-05,0,0.000103161,-0.000891401,0.005866417,0.002185465,0.002219742,0,0,2.36E-07,4.32E-08,0.001244586,0.000271896,7.22E-07,0.000486461,0.000572941,4.94E-06,3.96E-05,0,8.03E-05,0.001659077,1.48E-06,6.39E-08,3.04E-05,1.93E-05,0.007637136,0.003700319,-0.006791054,-0.010534645,-0.02383258,-0.022258134,0.004462088,0.001105738,0.000163019,-0.017100293,0.001347028,0.002576766,0.00126914,4.97E-06,0.000142429,1.21E-07,0,0.102048009,0,0.001123269,0.000400389,0,2.10E-07,-0.000802088,3.20E-05,2.30E-05,0.000146522,7.82E-07,0,1.04E-06,0,-4.23E-05,1.25E-07,3.90E-06,9.68E-05,-6.56E-05,7.55E-05,-0.000184291,-0.000366439,-0.001221705,-0.0001312,1.47E-06,0,-0.000202154,1.78E-08,2.13E-07,-0.001951906,1.65E-07,1.42E-07,-0.000714254,1.73E-06,0.00013756,-0.032586845,7.77E-05,0,-0.012697073
-0.048038334,-0.001916221,0.00313693,0.022499552,0.002310839,-0.019528936,0.000170082,0.046069889,-0.050301997,-0.002359699,-0.106834316,-0.149303843,9.18E-06,0.000169811,1.89E-05,1.84E-05,0.000168783,0.000428543,0.000532846,0.000284201,0.000346855,0.000524424,0.000237383,-0.028320621,1.92E-05,4.29E-05,-2.86E-06,0.000203196,0.00020032,0.000554442,0.000330841,3.30E-05,0.000389053,0.000413757,1.86E-05,9.65E-06,0.000220293,0.000109792,2.75E-05,1.69E-05,0.000331786,7.10E-06,2.29E-05,5.76E-06,6.04E-05,-5.75E-07,0.000100304,1.83E-05,0.00017814,0.000410231,5.89E-06,1.10E-05,0.000141972,6.34E-07,0.000282197,7.25E-09,8.81E-07,7.41E-07,0.000351967,0.00064032,-0.025828591,0.000225459,5.77E-07,0.001108276,1.30E-05,0.002203746,1.95E-05,1.92E-05,6.70E-05,3.27E-05,6.75E-05,0.001805002,6.51E-06,6.02E-07,0.000287833,2.91E-06,-0.015576444,0.002987676,0.005646279,0,0.001876353,0.000830211,0.000478816,0.000217982,0.005438137,0.000554273,0,0,3.56E-07,0.001188049,0,1.11E-08,0.000912032,0.000617871,4.80E-06,0.001639558,0.001064804,5.23E-05,5.14E-07,5.55E-05,0,-0.011033254,-0.000386929,0.002951376,0.000979895,0.000759274,0,0,1.00E-07,4.32E-08,0.000895183,0.000122834,2.64E-07,0.000391051,0.000318156,8.68E-07,3.78E-05,0,7.32E-05,0.000974243,4.02E-06,3.95E-08,2.76E-05,8.09E-06,0.004042663,0.002623737,-0.001380936,-0.002681536,-0.012631524,-0.022368465,0.010487468,0.000322754,-9.53E-05,-0.006507335,0.000521117,0.000966012,0.000714864,8.68E-06,4.44E-05,3.38E-08,0,-0.020656701,0,0.000843037,8.58E-05,0,1.04E-07,-0.0018494,6.60E-05,1.01E-05,5.84E-05,1.52E-06,0,1.18E-06,0,-0.000235037,5.58E-07,6.77E-06,-0.003123879,-5.11E-05,0.000385943,-9.85E-05,-0.000321461,-0.000806928,-0.000221133,1.78E-06,0,-0.000412011,1.78E-08,2.19E-07,-0.003760948,7.45E-08,2.47E-08,-0.001316025,9.00E-05,3.54E-05,-0.035783537,8.05E-05,0,-0.016989033
-0.043736829,0.0002798,-0.005440097,0.013756453,0.00213492,-0.021220552,0.000172565,0.066850764,-0.031426885,-0.002965548,-0.100339722,-0.150776368,5.90E-06,0.000123699,1.83E-05,0.000434402,0.000196259,0.000155311,0.000152192,0.000484252,0.000265976,0.00048812,0.000120776,-0.029558553,3.67E-05,4.29E-05,2.10E-05,0.00022892,0.000209433,0.000366646,0.000453095,3.56E-05,0.000424277,0.000530361,1.54E-05,1.68E-05,0.000254647,9.15E-05,2.35E-05,1.66E-05,0.00055095,5.97E-06,1.89E-05,6.00E-06,6.63E-05,1.81E-06,0.001278572,5.30E-05,0.000187191,0.000387054,6.55E-07,8.79E-06,0.000102772,7.02E-07,0.000277717,7.25E-09,6.56E-07,9.95E-07,0.000442525,0.001074692,0.005461347,0.000468432,1.10E-06,0.001073288,1.28E-05,0.002260645,0.000193266,2.24E-05,7.32E-05,4.98E-05,-0.006742056,0.001439909,6.80E-06,5.21E-07,0.00042028,4.15E-06,0.000328374,0.002315356,0.008216031,0,0.001886943,0.001025081,0.000552909,0.000242787,-0.019257831,0.000512899,0,0,3.63E-07,0.001126574,0,2.84E-08,0.000893878,0.000154065,3.26E-06,0.001420583,0.00100125,0.000162325,7.02E-07,6.49E-05,0,6.87E-05,-0.000916903,0.002335584,0.001051557,0.000608206,0,0,1.47E-07,4.32E-08,0.001055446,-0.008763189,6.08E-07,0.00031646,0.000275242,1.63E-06,0.000272426,0,7.61E-05,0.001010383,2.84E-06,1.70E-07,2.75E-05,9.88E-06,0.00515758,0.002796454,-0.003889535,-0.003119577,-0.01297845,-0.025425791,0.017172673,0.000314756,0.000302454,-0.007225721,0.00096595,0.00139149,0.000858304,6.92E-06,4.90E-05,2.77E-08,0,-0.018316012,0,0.000902052,9.78E-05,0,2.77E-07,-0.002246276,0.00016617,1.07E-05,7.51E-05,1.44E-06,0,9.92E-07,0,-0.000304852,5.58E-07,6.97E-06,8.96E-05,-4.96E-05,-0.01021903,-0.000189527,-0.000370654,-0.00082899,-0.00020812,2.03E-06,0,-0.000467191,1.78E-08,2.19E-07,-0.004362315,4.48E-08,1.89E-08,-0.001305688,-6.30E-05,3.83E-05,-0.034246854,0.000118039,0,-0.015213939
-0.036595253,-0.000273358,0.002270177,0.015224815,0.002205795,-0.019100948,0.000299699,0.044954118,-0.045728278,-0.001953337,-0.091696615,-0.125864323,1.18E-05,0.000139051,1.68E-05,0.000126494,0.00012346,0.000427673,0.000526046,0.000347358,0.000266685,0.000523319,0.000201171,-0.024933242,2.21E-05,4.19E-05,-9.42E-06,0.000268276,0.000237014,0.000411907,0.0002169,2.93E-05,0.000397471,0.000344783,1.82E-05,8.21E-06,0.000211641,8.27E-05,2.71E-05,2.03E-05,0.000233944,4.68E-06,2.03E-05,4.82E-06,5.89E-05,1.79E-06,0.000218588,4.30E-05,0.000159537,0.000366803,2.91E-06,1.08E-05,0.00010131,7.25E-07,0.000280859,2.05E-08,8.57E-07,8.44E-07,0.00032895,0.000590331,0.004415765,0.000223367,9.28E-07,0.000797669,1.17E-05,0.0016848,-1.59E-05,2.54E-05,4.17E-05,4.01E-05,0.000111973,-0.014723762,7.00E-06,6.05E-07,0.000280575,4.08E-06,0.000481107,0.002657786,0.005005759,0,-0.034249084,0.001138228,0.000480765,0.000186168,0.00446587,0.000485868,0,0,4.40E-07,0.001099239,0,1.41E-08,0.000993146,0.00062744,4.89E-06,0.001274606,0.000488922,5.12E-05,3.36E-07,4.92E-05,0,0.000156118,-0.000289363,0.002586696,-0.048645233,0.000595696,0,0,1.47E-07,4.32E-08,0.000640141,0.000129277,3.01E-07,0.000348284,0.000262036,5.60E-07,6.52E-05,0,7.46E-05,0.00058128,3.25E-06,3.95E-08,2.78E-05,1.02E-05,0.004727263,0.002173045,-0.004883864,-0.004057337,-0.012831224,-0.019342662,0.008599921,0.000252318,6.61E-05,-0.005596332,0.000530262,0.000897536,0.000809145,7.48E-06,4.10E-05,3.38E-08,0,-0.021518192,0,0.000770965,8.91E-05,0,1.04E-07,-0.001269796,4.89E-05,8.54E-06,0.000143546,3.29E-06,0,1.18E-06,0,-0.000229738,8.06E-07,8.64E-06,8.11E-05,-4.64E-05,0.000394122,-0.00173245,-0.000313674,-0.000646781,-0.000182587,1.64E-06,0,-0.000404825,1.78E-08,1.37E-07,-0.005164749,7.45E-08,2.47E-08,-0.000737698,0.000119441,2.77E-05,-0.036861913,7.98E-05,0,-0.015303523
-0.035384369,0.000373406,0.002126973,-0.019217945,-0.018780004,-0.022022853,0.000258369,0.041794366,-0.041682358,-0.002311557,-0.08335542,-0.125084627,1.20E-05,0.000113344,1.50E-05,3.40E-05,9.72E-05,7.36E-05,0.000118307,0.000338609,0.000222317,0.000444879,0.000192471,-0.021770208,1.98E-05,9.17E-06,2.02E-05,0.000276776,0.00018769,0.000425464,0.000296052,2.62E-05,0.000351381,0.000309348,4.69E-05,7.63E-06,0.000131494,7.87E-05,3.62E-05,1.70E-05,0.000244642,4.00E-06,1.98E-05,4.83E-06,5.70E-05,1.05E-06,8.99E-05,4.39E-05,0.000142644,0.000326515,1.05E-05,7.64E-06,0.000116583,3.03E-07,0.000296324,3.37E-08,1.26E-06,8.44E-07,0.000332744,0.000507749,0.00447109,0.000233819,9.28E-07,0.000765818,1.28E-05,-0.000132708,-1.29E-05,2.71E-05,4.53E-05,4.36E-05,7.58E-05,-0.013220885,6.41E-06,3.05E-06,0.000200949,4.37E-06,0.000200835,0.002043346,0.003143042,0,-0.030568091,0.001492732,0.000440628,0.00024997,0.004268409,0.000422249,0,0,7.44E-07,0.000994102,0,1.41E-08,0.000788553,0.000164672,4.38E-06,0.001234209,0.000167649,5.01E-05,3.36E-07,5.77E-05,0,4.79E-05,-8.06E-05,0.001627106,-0.043668507,0.000752253,0,0,1.00E-07,5.82E-08,0.000744028,0.000103455,3.01E-07,0.000332902,0.000390304,5.60E-07,6.47E-05,0,7.62E-05,0.000493349,1.60E-06,3.95E-08,3.36E-05,2.13E-05,0.004124494,0.002138326,-0.003326637,-0.005950907,-0.01246648,-0.016260757,0.007065797,0.000267466,2.91E-05,-0.006866946,0.000502039,0.000974343,0.000606654,7.15E-06,3.49E-05,3.38E-08,0,-0.020170212,0,0.000746131,8.49E-05,0,4.93E-08,-0.001552513,4.48E-05,8.44E-06,3.78E-05,3.78E-06,0,1.18E-06,0,-0.000222419,8.06E-07,5.64E-06,7.31E-05,-4.83E-05,0.000119686,-5.63E-05,-0.000501353,-0.000822536,-0.000307171,1.65E-06,0,-0.000412298,2.48E-08,1.37E-07,-0.005487498,9.95E-08,2.47E-08,-0.001309155,8.23E-05,2.50E-05,-0.03776715,6.60E-05,0,-0.013465404
-0.090703831,-0.007294885,0.010991646,0.004612423,0.00347161,-0.031556203,0.000172135,0.064798656,0.026078864,-0.013112364,0.012858428,0.016583765,1.15E-05,0.00029974,2.41E-05,0.000247012,0.000418134,0.000102689,0.000203798,0.000776071,0.000407994,0.001380818,0.000297644,-0.050866017,3.33E-05,4.80E-05,3.87E-05,0.000404145,0.000366473,0.000547182,0.000870608,0.00017146,0.001056686,0.000624666,5.88E-05,1.65E-05,0.000190349,0.000125799,7.63E-05,0.000119496,0.000474803,1.33E-05,6.00E-05,-1.29E-07,0.000174732,-5.04E-06,0.000238453,5.46E-05,0.00043573,0.000398742,9.50E-06,1.32E-05,0.000164248,2.03E-06,0.000421457,8.93E-09,1.15E-06,8.45E-07,0.000886522,0.000744136,0.006686169,0.000333856,4.68E-07,0.001677446,2.22E-05,-0.022008432,2.96E-05,1.51E-05,3.03E-05,2.80E-05,5.88E-05,0.004407115,1.10E-05,5.24E-07,0.000418114,2.65E-06,0.000294906,0.002378077,-0.077154753,0,0.001928196,0.000769307,0.001270994,0.000108209,0.007256548,0.000667696,0,0,4.07E-07,0.00131885,0,8.52E-09,0.001567854,0.000101943,1.13E-06,0.003125218,-0.025223526,0.000379832,4.39E-07,9.87E-05,0,0.000102527,-0.001540193,0.003442726,0.002035961,0.001896488,0,0,2.36E-07,4.32E-08,0.001090427,0.000309716,3.31E-07,0.000837051,0.000394811,7.64E-07,5.07E-05,0,9.62E-05,0.001511543,3.35E-06,3.14E-08,4.43E-05,9.87E-06,0.007922376,0.003796928,-0.006071789,-0.009338914,-0.024807228,-0.031058545,0.01148196,0.000451615,0.000213004,-0.019379407,0.001212007,0.001700861,0.001392728,5.31E-06,0.00018529,8.50E-08,0,-0.035961841,0,0.001235386,0.000270762,0,4.90E-07,-0.000782886,4.23E-05,1.37E-05,5.14E-05,7.82E-07,0,9.47E-07,0,-4.65E-05,2.16E-07,4.36E-06,0.0001016,-4.62E-05,6.32E-05,-0.000171937,-0.000467615,-0.001457012,-0.000171008,1.89E-06,0,-0.000187027,1.78E-08,2.13E-07,-0.002744027,2.93E-07,1.42E-07,-0.001377298,8.34E-05,3.75E-05,-0.036092341,0.000108781,0,-0.020416323
-0.080189854,-0.001932906,-0.021693758,-0.016654875,-0.02200483,-0.034279694,7.03E-05,0.09811745,-0.008955677,-0.005546866,0.018383392,0.021940001,8.88E-06,0.000252608,2.49E-05,-0.000106014,0.0004535,5.44E-05,0.000191975,0.001123052,0.000292477,0.000547108,0.000386752,-0.025182898,3.32E-05,1.19E-05,4.87E-05,0.000442532,0.000378631,0.000253335,0.000337869,0.000163464,0.00103749,0.00066123,0.000127376,1.25E-05,0.000240131,9.19E-05,0.000114285,3.27E-05,0.00048171,1.48E-05,2.52E-05,6.03E-06,0.000148999,-1.10E-05,0.000125427,0.000125429,0.000267474,-0.000784129,9.89E-06,1.87E-05,0.000141897,9.00E-07,0.000331552,2.05E-08,2.23E-06,8.43E-07,0.001273763,0.000886019,0.00609692,0.000490395,7.58E-07,0.001233608,1.96E-05,-0.019180607,-2.28E-05,1.55E-05,6.21E-05,4.10E-05,4.22E-05,0.004275212,9.13E-06,1.60E-06,0.000332642,3.18E-06,0.000183864,0.002242261,-0.048354723,0,0.002124478,0.00162356,0.000978157,0.000148121,0.005732279,0.000598889,0,0,4.90E-07,0.001320437,0,1.36E-08,-0.052290847,0.000109418,3.22E-06,0.002513052,0.000182061,0.000470839,4.39E-07,0.000132369,0,8.38E-05,-0.000117417,0.002871254,0.001728683,0.002332452,0,0,2.36E-07,5.82E-08,0.001042132,0.00025095,3.82E-07,0.000716884,0.000737498,7.64E-07,6.81E-05,0,0.000140084,0.001309609,8.19E-07,1.13E-07,6.97E-05,0.000202489,0.007709425,0.00373561,-0.008352634,-0.008617696,-0.024287601,-0.030412614,0.006460454,0.000150178,0.000155283,-0.01766272,0.001816563,0.002407003,0.00088828,5.98E-06,0.000143047,1.50E-07,0,-0.024757681,0,0.001247088,0.000201668,0,1.67E-07,-0.001946515,0.000184681,2.92E-05,9.50E-05,2.07E-06,0,2.72E-06,0,-0.000111362,9.26E-07,4.63E-06,0.00019271,-5.18E-05,0.000105167,-0.000659347,-0.000973336,-0.003177334,-0.000184586,1.09E-05,0,-0.000240036,2.48E-08,3.85E-07,-0.003044048,2.29E-07,7.33E-08,-0.00086599,0.000109205,0.000138754,-0.038537436,0.000125941,0,-0.017238708
-0.049999685,0.001675931,0.006729824,0.007179007,0.0016622,-0.02153108,-5.29E-05,0.050556267,-0.043120339,-0.004079816,-0.104026205,-0.158016558,7.73E-06,0.000159253,2.13E-05,0.00031994,0.00017866,3.26E-05,9.40E-05,0.000341473,0.000186488,0.000550646,0.000249736,-0.027205736,3.49E-05,1.09E-05,2.79E-05,0.000256879,0.000317645,0.000341217,0.000318421,9.87E-05,0.000456476,0.000392837,2.87E-05,1.27E-05,4.50E-05,5.39E-05,3.03E-05,7.11E-05,0.000386889,1.30E-05,1.77E-05,3.18E-06,7.36E-05,-2.78E-06,6.77E-05,2.64E-05,0.000187579,0.000171537,1.16E-05,1.16E-05,0.000112382,1.07E-06,0.000280285,7.25E-09,1.25E-06,1.46E-06,0.000367279,0.000726622,0.004507036,0.000283248,3.11E-06,0.001257136,3.39E-05,-0.010523998,1.66E-05,3.10E-05,3.85E-05,4.05E-05,5.37E-05,0.000848138,1.26E-05,4.32E-07,0.000371237,6.65E-06,0.000251996,0.002139917,-0.042647748,0,0.001735615,0.000991636,0.000695673,0.00015787,0.004482485,0.000542382,0,0,5.67E-07,0.001069681,0,1.19E-07,0.000863067,9.74E-05,3.30E-06,0.001729631,0.000546765,0.000147013,2.46E-07,0.000340099,0,9.12E-05,-0.000237154,0.002039862,0.001078202,0.001049733,0,0,3.17E-07,4.32E-08,0.000909318,0.000201235,4.73E-07,0.000409995,0.000226592,4.44E-07,4.45E-05,0,6.22E-05,0.000979651,3.43E-06,6.39E-08,-0.004284781,1.50E-05,0.005424184,0.002551941,-0.004950463,-0.008967645,-0.016827066,-0.025371086,0.006472755,0.000329625,-8.46E-05,-0.012739522,0.000771934,0.001222317,0.000813946,6.26E-06,7.68E-05,5.99E-08,0,-0.019928243,0,0.000764978,0.000158551,0,6.67E-07,-0.001588923,6.83E-05,1.31E-05,0.000159399,1.21E-06,0,1.03E-06,0,-0.000208964,1.22E-07,7.96E-06,9.53E-05,-4.75E-05,4.98E-05,-4.40E-05,-0.000470147,-0.001046113,-0.000175877,2.12E-06,0,-0.000427474,1.78E-08,3.85E-07,0.016629805,1.12E-07,5.02E-08,-0.001751912,-3.61E-05,3.73E-05,-0.035066803,6.08E-05,0,-0.015843043
-0.050222321,0.000504745,-0.020545127,-0.011414619,0.002730419,-0.022960188,0.000121358,0.060287192,-0.040941445,-0.005542272,-0.094586318,-0.14817956,1.82E-05,0.00015445,2.25E-05,-2.42E-06,0.000147724,4.16E-05,0.000136456,0.000406052,0.000365983,0.000562344,0.000359572,-0.02455467,2.35E-05,9.49E-06,2.49E-05,0.000273681,0.000222661,0.000254666,0.000424091,2.99E-05,0.000411074,0.000397771,2.31E-05,1.21E-05,9.96E-05,5.68E-05,2.85E-05,2.93E-05,0.000394185,1.03E-05,1.99E-05,3.35E-06,8.84E-05,-2.71E-06,5.71E-05,3.45E-05,0.00016888,0.000197256,1.32E-05,1.83E-05,0.000157484,7.35E-07,0.000282533,9.73E-09,1.46E-06,1.33E-06,0.00056601,0.000971537,0.004284469,0.00030744,2.13E-06,0.000993677,4.50E-05,-0.011947992,-9.74E-05,2.67E-05,6.32E-05,3.19E-05,5.60E-05,0.00126611,2.26E-05,4.55E-07,0.000287313,4.96E-06,0.00014918,0.002185738,-0.040493545,0,0.001388626,0.001431965,0.000460085,0.00018827,0.003788208,0.00043628,0,0,7.04E-07,0.001009929,0,1.01E-06,0.000740709,0.000101952,2.12E-06,0.001609798,0.000637638,0.000360226,4.39E-07,0.000183153,0,4.68E-05,-5.33E-05,0.001975409,0.000899435,0.000932095,0,0,6.39E-07,5.82E-08,0.000758365,0.000193647,4.95E-07,0.000328369,0.000219015,7.64E-07,4.90E-05,0,8.88E-05,0.000836068,9.43E-07,1.70E-07,9.32E-05,7.26E-05,0.004981314,0.002683986,-0.007027058,-0.004753262,-0.013050923,-0.022650056,0.006379755,0.00029067,-8.14E-05,-0.013185558,0.001112967,0.001307254,0.000568652,5.59E-06,7.46E-05,1.23E-07,0,-0.016540401,0,0.000825451,0.000140277,0,2.53E-06,-0.001744344,7.69E-05,1.51E-05,3.05E-05,9.24E-06,0,3.32E-06,0,-0.00019215,9.26E-07,7.51E-06,6.76E-05,-3.60E-05,6.29E-05,-0.000192051,-0.000552279,-0.001268883,-0.000177375,1.20E-05,0,-0.000400848,2.48E-08,3.85E-07,0.015430596,9.49E-08,3.37E-08,-0.001751835,-6.12E-05,3.44E-05,-0.033892746,5.81E-05,0,-0.015078803
-0.081235201,0.002948205,0.010250353,0.004961722,-0.047069884,-0.023346003,0.000175083,0.056026414,0.018114573,-0.004581052,0.009121582,0.02423913,1.42E-05,0.000382981,4.34E-05,-0.004103215,0.000317241,0.000164701,-0.000659792,0.000492736,0.000388503,0.000813686,0.000331062,-0.051027774,0.000229163,1.93E-05,3.98E-05,0.000331451,0.000375434,0.000362089,0.001037692,4.19E-05,0.00058298,0.000767967,2.41E-05,8.94E-06,0.000100814,0.000222784,0.000103718,5.87E-05,0.000711498,2.13E-05,2.98E-05,2.44E-05,0.000155364,4.37E-06,0.000109985,0.000499308,0.000674241,0.00054046,6.22E-06,1.53E-05,0.000170002,2.15E-06,0.000580432,7.27E-09,1.08E-06,4.08E-07,0.000771501,0.000741061,-0.073561099,0.000353269,3.43E-07,0.00124948,1.21E-05,-9.42E-05,1.81E-05,1.46E-05,3.15E-05,2.79E-05,6.75E-05,0.002625179,4.64E-06,3.01E-06,0.000417854,1.83E-06,0.000890008,0.00181853,0.009341972,0,0.002264235,0.001614744,0.000804081,1.00E-04,-0.050807439,0.000683335,0,0,3.86E-07,0.001450142,0,7.44E-09,0.001340844,0.000133865,1.99E-06,0.002951155,0.001513742,0.000172881,7.93E-07,6.46E-05,0,0.000102749,-0.000312534,0.0034361,0.001822664,0.0030016,0,0,9.07E-08,4.32E-08,0.001235776,0.000160263,3.43E-07,0.000454931,-0.054273877,5.01E-07,5.28E-05,0,0.000258085,0.002097583,3.86E-06,3.14E-08,3.93E-05,1.98E-05,0.006993245,0.00364047,-0.005143171,-0.009356939,-0.018562009,-0.032250612,0.009655471,0.000612365,0.000288903,-0.00831965,0.002588875,0.002699552,0.00146258,5.48E-06,5.83E-05,6.57E-08,0,-0.030629015,0,0.001047747,0.000108754,0,2.57E-08,-0.000555114,4.31E-05,1.32E-05,5.13E-05,7.06E-07,0,5.78E-07,0,-7.40E-05,2.70E-07,2.83E-06,0.000119544,-6.50E-05,9.19E-05,-0.000218722,-0.000409639,-0.000440196,-0.000111366,1.77E-06,0,-0.000146543,1.78E-08,1.32E-07,-0.002482275,8.29E-08,4.78E-08,-0.000876392,0.000190687,3.42E-05,0.038885941,0.00011568,0,-0.019081443
