year,age,years_in_f1,races_with_each_team_since_1995,F2_champion,Former_F1_World_Champion,home_race,starting_grid_position,points_in_previous_race,laps_in_previous_race,constructorId_points_at_stage_of_season,driver_points_at_stage_of_season,race_70th Anniversary Grand Prix,race_Abu Dhabi Grand Prix,race_Argentine Grand Prix,race_Australian Grand Prix,race_Austrian Grand Prix,race_Azerbaijan Grand Prix,race_Bahrain Grand Prix,race_Belgian Grand Prix,race_Brazilian Grand Prix,race_British Grand Prix,race_Canadian Grand Prix,race_Chinese Grand Prix,race_Dutch Grand Prix,race_Eifel Grand Prix,race_Emilia Romagna Grand Prix,race_European Grand Prix,race_French Grand Prix,race_German Grand Prix,race_Hungarian Grand Prix,race_Indian Grand Prix,race_Italian Grand Prix,race_Japanese Grand Prix,race_Korean Grand Prix,race_Luxembourg Grand Prix,race_Malaysian Grand Prix,race_Mexican Grand Prix,race_Mexico City Grand Prix,race_Miami Grand Prix,race_Monaco Grand Prix,race_Pacific Grand Prix,race_Portuguese Grand Prix,race_Qatar Grand Prix,race_Russian Grand Prix,race_Sakhir Grand Prix,race_San Marino Grand Prix,race_Saudi Arabian Grand Prix,race_Singapore Grand Prix,race_Spanish Grand Prix,race_Styrian Grand Prix,race_Ṣo Paulo Grand Prix,race_Turkish Grand Prix,race_Tuscan Grand Prix,race_United States Grand Prix,engine_manufacturer_Acer,engine_manufacturer_Arrows,engine_manufacturer_Asiatech,engine_manufacturer_BMW,engine_manufacturer_Cosworth,engine_manufacturer_Ferrari,engine_manufacturer_Ford,engine_manufacturer_Hart,engine_manufacturer_Honda,engine_manufacturer_Mecachrome,engine_manufacturer_Mercedes,engine_manufacturer_Mugen-Honda,engine_manufacturer_Petronas,engine_manufacturer_Peugeot,engine_manufacturer_Playlife,engine_manufacturer_Red Bull,engine_manufacturer_Renault,engine_manufacturer_Supertec,engine_manufacturer_Toro Rosso,engine_manufacturer_Toyota,engine_manufacturer_Yamaha,constructor_nationality_American,constructor_nationality_Austrian,constructor_nationality_British,constructor_nationality_Dutch,constructor_nationality_French,constructor_nationality_German,constructor_nationality_Indian,constructor_nationality_Irish,constructor_nationality_Italian,constructor_nationality_Japanese,constructor_nationality_Malaysian,constructor_nationality_Russian,constructor_nationality_Spanish,constructor_nationality_Swiss,Nationality_American,Nationality_Argentine,Nationality_Australian,Nationality_Austrian,Nationality_Belgian,Nationality_Brazilian,Nationality_British,Nationality_Canadian,Nationality_Chinese,Nationality_Colombian,Nationality_Czech,Nationality_Danish,Nationality_Dutch,Nationality_Finnish,Nationality_French,Nationality_German,Nationality_Hungarian,Nationality_Indian,Nationality_Indonesian,Nationality_Irish,Nationality_Italian,Nationality_Japanese,Nationality_Malaysian,Nationality_Mexican,Nationality_Monegasque,Nationality_New Zealander,Nationality_Polish,Nationality_Portuguese,Nationality_Russian,Nationality_Spanish,Nationality_Swedish,Nationality_Swiss,Nationality_Thai,Nationality_Venezuelan,Mechanical,Driver_Issue,Lapped,Number_Of_Stops,Total_time_in_pits,Avg_time_in_pits,Weather_Conditions_Dry,Weather_Conditions_Rain,Weather_Conditions_Very changeable,Circuit_Type_Permanent Race Track ,Circuit_Type_Street Circuit,Circuit_Type_Street Circuit ,constructorId_10,constructorId_11,constructorId_117,constructorId_12,constructorId_13,constructorId_131,constructorId_14,constructorId_15,constructorId_16,constructorId_164,constructorId_166,constructorId_17,constructorId_18,constructorId_19,constructorId_2,constructorId_20,constructorId_205,constructorId_206,constructorId_207,constructorId_208,constructorId_209,constructorId_21,constructorId_210,constructorId_211,constructorId_213,constructorId_214,constructorId_22,constructorId_23,constructorId_24,constructorId_25,constructorId_26,constructorId_27,constructorId_28,constructorId_29,constructorId_3,constructorId_30,constructorId_31,constructorId_4,constructorId_5,constructorId_51,constructorId_6,constructorId_7,constructorId_8,constructorId_9
-0.059336951,0.003499444,0.010224662,0.015873406,0.003953009,-0.015054866,0.000241142,-0.057613654,-0.048379005,-0.004594903,-0.085001586,-0.142590015,6.07E-06,0.000282336,7.29E-05,-0.000733969,0.000166651,3.72E-05,-0.006463224,0.000228046,0.000555638,0.000488377,0.000267146,0.000189941,2.90E-05,1.39E-05,2.60E-05,0.000232189,0.000226851,0.000313989,0.000876004,3.23E-05,0.000480029,0.000459613,-7.02E-06,1.06E-05,-0.000487861,6.33E-05,1.86E-05,1.56E-05,0.000483979,1.43E-05,4.33E-05,1.07E-05,6.70E-05,-6.73E-06,0.00020902,3.14E-05,0.000159216,0.000518078,9.76E-05,1.13E-05,0.000113408,4.68E-07,0.000290938,7.21E-09,1.75E-06,3.94E-07,0.000364701,0.000829734,-0.036920348,0.000311597,4.80E-07,0.001082328,1.04E-05,0.002198956,2.26E-05,2.21E-05,2.37E-05,2.56E-05,5.05E-05,0.001963093,1.53E-05,5.43E-07,0.000368265,2.22E-06,0.000309988,0.00257549,0.00655335,0,0.001276302,0.002150072,0.000431845,0.000164092,-0.037458426,0.000571219,0,0,7.74E-07,0.001251181,0,1.37E-08,0.000944685,0.000152693,3.44E-06,0.006995575,0.000816612,0.000186318,8.42E-07,5.51E-05,0,6.99E-05,-1.32E-05,0.00276485,0.001227599,0.000825784,0,0,5.49E-08,4.32E-08,0.001003621,0.000146874,2.77E-07,0.000263998,4.17E-05,5.01E-07,3.84E-05,0,8.62E-05,-0.044472766,9.18E-07,4.74E-08,2.72E-05,7.47E-06,0.005020211,0.002853383,-0.003144312,-0.003093009,-0.003527281,-0.007585713,-0.005863209,0.000405674,6.86E-05,-0.011345482,0.001069913,0.001072106,0.000758253,9.33E-06,3.18E-05,2.73E-08,0,-0.018432374,0,0.00079587,0.000105488,0,3.83E-08,-0.00073704,3.95E-05,6.79E-06,2.67E-05,2.14E-06,0,2.39E-07,0,-0.00022637,1.95E-07,4.33E-06,0.000123107,-0.000192383,5.10E-05,-9.18E-05,-0.000474813,-0.000568689,-0.000172804,7.40E-07,0,-0.000305569,1.78E-08,6.89E-08,-0.003739293,9.49E-08,2.55E-08,-0.002702842,8.03E-05,3.08E-05,0.075924167,5.24E-05,0,-0.016637855
-0.048504214,-0.014435876,0.001078492,0.013340305,0.002739066,-0.032749235,0.000601458,-0.073729612,0.033036936,-0.002827084,-0.100979537,-0.13295679,8.52E-07,0.000176719,1.89E-05,-0.000147405,0.000269802,-0.000172601,-0.008051532,0.000484956,0.000461661,0.000625471,0.000293747,0.000304928,3.56E-06,2.55E-05,7.88E-05,0.000193046,0.000193169,0.000246112,0.000599416,2.98E-05,0.000569503,0.000355469,1.55E-05,7.03E-06,-4.51E-05,4.50E-05,2.23E-05,6.31E-05,1.93E-05,3.29E-06,2.58E-05,6.33E-06,0.00010056,-4.55E-06,9.13E-05,-0.000266258,0.000177517,0.000664287,3.94E-05,1.08E-05,0.000110638,8.64E-07,0.000232929,6.50E-09,5.48E-07,4.73E-07,0.000330062,0.000610475,0.00667972,0.00023724,4.68E-07,0.001043494,8.80E-06,0.003871018,7.27E-05,2.44E-05,4.54E-05,2.46E-05,-0.007863276,0.004405218,8.52E-06,7.96E-07,0.000297685,2.74E-06,0.00019966,-0.030818165,0.008424979,0,0.001273308,0.002171793,0.000574365,0.000366692,0.006879697,0.000520952,0,0,5.04E-07,0.001176854,0,1.30E-08,0.002777092,0.000181201,1.37E-06,0.001608525,0.001941095,0.000152927,4.96E-07,5.40E-05,0,8.33E-05,-0.000628217,0.002723149,0.001250935,0.002516774,0,0,6.73E-08,4.32E-08,0.000989205,0.000116464,3.83E-07,-0.0424774,0.000209559,8.48E-07,6.13E-05,0,0.000156611,0.001097006,2.64E-07,3.82E-08,0.000129632,8.14E-06,0.004552394,0.002287174,-0.002718698,0.000922976,0.002093719,-0.004086343,-0.005975869,0.000218723,0.000100903,-0.010667736,0.001121609,0.001540538,0.000952422,5.51E-06,4.17E-05,2.46E-08,0,-0.026647308,0,0.00073211,9.28E-05,0,3.83E-08,-0.000813988,2.67E-05,8.12E-06,4.01E-05,3.17E-06,0,2.58E-07,0,-0.000248021,3.27E-08,3.37E-06,9.29E-05,-0.000183783,5.41E-05,-0.000426937,-0.000187581,-0.00087518,-0.000211208,7.53E-07,0,-0.000309324,2.21E-08,1.54E-07,-0.002886882,9.49E-08,1.96E-08,-0.002127536,0.000140035,6.84E-05,-0.036428717,0.000145189,0,0.043260662
-0.038658413,0.007637841,0.009012794,0.033633449,0.002987329,0.041401274,0.000190445,0.082924388,0.045462147,-0.002122013,-0.175706423,-0.263322147,5.09E-06,0.000212347,1.40E-05,0.000497502,0.000766513,0.000560556,-0.013602678,0.001275003,0.00072446,0.001258604,-0.00037747,0.000428846,-1.15E-05,0.00042644,-0.000103454,0.000301132,0.00023469,0.000590438,0.000830098,3.14E-05,0.000618119,0.000561624,2.08E-05,7.05E-06,0.000153911,4.10E-05,4.70E-05,2.20E-05,0.000575988,3.50E-06,4.01E-05,1.83E-05,0.000110583,1.07E-05,0.001313794,5.56E-05,0.00027769,0.00086444,2.05E-05,3.47E-05,0.00021393,3.50E-07,0.000369121,5.51E-09,7.72E-07,4.78E-07,0.000434599,0.000787555,0.007542027,0.000378575,3.71E-07,0.000990824,1.86E-05,0.002332485,6.06E-05,1.07E-05,3.20E-05,2.37E-05,-0.013888443,0.004443176,7.29E-06,4.15E-07,0.000349084,3.46E-06,0.00028511,-0.009235831,0.010097367,0,0.001758291,0.002064692,0.000563528,0.000150619,0.006480356,0.00080729,0,0,1.81E-06,0.001838099,0,8.60E-09,0.00243926,0.00015475,1.24E-06,0.001690892,0.001660204,0.000341302,3.15E-07,7.53E-05,0,0.000135504,0.00486533,0.002725528,0.001219961,0.002889673,0,0,9.21E-08,4.32E-08,0.001173223,0.000180765,4.01E-07,0.000593755,0.000260719,8.48E-07,3.75E-05,0,0.000159902,0.002378429,4.38E-07,3.82E-08,0.000107202,7.79E-06,0.007001864,0.003212402,-0.001414136,0.002819402,0.00254813,-0.003321471,-0.004167871,0.000381245,0.000151617,-0.001191659,0.000804354,0.001896075,0.001296572,8.20E-06,7.29E-05,2.07E-08,0,-0.017623643,0,0.001198033,0.000179503,0,1.57E-08,-0.000292007,4.52E-05,7.75E-06,7.50E-05,1.39E-06,0,7.80E-07,0,-0.000256427,1.19E-07,6.14E-06,0.000111093,-3.25E-05,5.61E-05,-3.68E-05,-0.000267139,-0.000895572,-9.48E-05,5.98E-07,0,-0.000166526,1.78E-08,5.32E-08,-0.003403614,7.45E-08,2.55E-08,-0.001386098,0.000120719,7.06E-05,-0.025376868,6.20E-05,0,0.053207936
-0.033846808,0.000290183,-0.018600398,0.005453886,0.002133901,-0.020258176,0.000101486,-0.106195431,-0.043987912,-0.003249069,-0.074174837,-0.103677669,1.66E-06,0.000153851,3.05E-05,-0.000145103,9.90E-05,1.95E-05,-0.00632299,0.000129568,0.000415203,0.000476415,0.00022276,0.000135591,1.39E-05,7.42E-06,2.00E-05,0.000179605,0.000165002,0.000241069,0.00044173,2.84E-05,0.000415156,0.00035211,1.53E-05,8.28E-06,8.30E-05,4.82E-05,1.81E-05,9.58E-06,0.000319918,7.34E-06,2.56E-05,4.07E-06,4.80E-05,-2.44E-06,9.00E-05,1.99E-05,0.000159143,0.000274312,8.40E-06,1.13E-05,8.37E-05,4.44E-07,0.000239072,7.06E-09,6.63E-07,5.70E-07,0.000370254,0.000423016,-0.018326334,0.000265995,8.86E-07,0.0009594,1.16E-05,0.002705147,8.68E-06,1.95E-05,2.74E-05,4.04E-05,4.57E-05,0.001681475,1.13E-05,1.34E-06,0.000224227,2.79E-06,0.000147594,0.002192563,0.004083588,0,0.001131245,0.002119796,0.000368651,0.000187125,0.004381881,0.000366192,0,0,1.44E-06,-0.023060546,0,4.76E-08,0.000708807,7.08E-05,2.60E-06,0.001355383,0.000849712,0.000147975,-8.41E-05,6.58E-05,0,0.000160012,-3.99E-05,0.001593521,0.000674725,0.001027335,0,0,1.12E-07,4.32E-08,0.000674621,0.000122185,9.50E-07,0.000225898,0.000218926,5.43E-07,5.13E-05,0,8.12E-05,0.000755898,6.01E-07,4.56E-06,2.81E-05,4.09E-06,0.003306109,0.001632204,-0.015329625,-0.001102968,-0.001933936,-0.000893284,-0.003484496,0.000143377,7.16E-05,-0.007092206,0.000823042,0.001026482,0.000560329,9.69E-06,3.21E-05,5.55E-08,0,-0.019084076,0,0.000667281,9.15E-05,0,1.49E-08,-0.000605192,3.34E-05,6.35E-06,4.42E-05,1.31E-06,0,1.14E-06,0,-0.000112859,1.05E-07,2.45E-06,9.36E-05,-8.68E-05,4.94E-05,-0.000156736,-0.000575296,-0.000730131,-0.000170241,2.02E-06,0,-0.00038156,2.21E-08,6.89E-08,-0.003481091,8.04E-08,3.86E-08,-0.001661317,0.000109536,-0.001203913,-0.029939324,4.76E-05,0,-0.012634246
-0.031208317,-0.005603721,0.002906056,0.005502265,0.001416931,-0.016535175,5.37E-05,-0.094756008,-0.044975535,-0.003496656,-0.069391589,-0.097665532,1.96E-06,0.000124661,2.52E-05,-0.000196894,0.000125657,3.22E-06,-0.005403971,8.75E-05,0.000367323,0.000490441,0.000247823,0.00014923,1.33E-05,1.04E-05,2.59E-05,0.000131841,0.000139259,0.000241156,0.000403416,2.85E-05,0.000423197,0.000317992,1.47E-05,6.83E-06,3.74E-05,4.45E-05,1.92E-05,9.13E-06,0.000291899,5.40E-06,2.46E-05,3.16E-06,2.87E-05,-3.09E-06,7.13E-05,1.95E-05,0.000141205,0.000217363,1.13E-05,1.13E-05,1.86E-05,7.88E-07,0.000169638,7.06E-09,6.29E-07,6.82E-07,0.000265553,0.000364827,-0.020055241,0.000275434,4.91E-07,0.000890706,1.12E-05,0.002328164,-2.79E-06,2.31E-05,2.61E-05,2.73E-05,4.32E-05,0.00169174,7.06E-06,6.73E-07,0.00019687,2.92E-06,0.000156772,0.002380932,0.004479911,0,0.001151542,0.002231019,0.000345899,0.000169108,0.005033044,0.000394918,0,0,7.37E-07,-0.022887849,0,1.37E-08,0.000728782,8.92E-05,2.71E-06,0.001344656,0.00071024,0.000131991,1.51E-06,5.39E-05,0,0.00016652,-5.70E-05,-0.034560969,0.000702722,0.000237559,0,0,7.95E-08,8.12E-08,0.000707417,9.73E-05,9.32E-07,-0.000172924,0.00015181,5.43E-07,3.64E-05,0,6.07E-05,0.000794058,4.19E-06,1.46E-07,2.43E-05,6.87E-06,0.003182211,0.001533412,-0.013562055,-0.000400257,-0.002759619,-0.011092212,-0.004285117,0.000153839,3.81E-05,-0.005418127,0.000573017,0.000594198,0.000547764,7.40E-06,3.98E-05,3.38E-08,0,-0.017966328,0,0.000557649,7.93E-05,0,4.69E-08,-0.000922407,2.71E-05,7.34E-06,3.40E-05,1.51E-06,0,6.66E-07,0,-0.000179387,4.30E-08,4.23E-06,8.96E-05,-9.42E-05,3.77E-05,-9.84E-05,-0.000518932,-0.000968396,-0.000231373,9.02E-07,0,-0.000331592,2.21E-08,1.62E-07,-0.002858166,9.50E-08,3.91E-08,-0.00160124,8.29E-05,-0.001161201,-0.027215846,0.000156444,0,-0.012317983
-0.043633903,-0.041038812,-0.047511115,-0.016719549,0.001834885,0.020076536,6.25E-06,-0.076757591,0.017156907,-0.003180158,-0.063731747,-0.110461491,3.29E-06,0.000166818,2.60E-05,-0.000696565,0.000114628,1.21E-05,-0.006761687,0.000211744,0.000442649,0.000635948,0.000264909,0.000147224,1.42E-05,8.69E-06,3.42E-05,0.000135763,0.000181919,0.00021648,0.000501313,2.91E-05,0.00043069,0.000137939,1.50E-05,5.33E-06,-9.70E-05,4.77E-05,2.91E-05,1.94E-05,0.000257247,4.89E-06,2.03E-05,2.49E-06,3.43E-05,-2.95E-06,9.88E-05,1.52E-05,0.000124627,0.00030924,7.13E-06,5.51E-06,0.000120047,9.67E-07,0.000240617,8.51E-09,2.68E-06,7.84E-07,0.000340435,0.000577448,0.005096347,0.000193147,4.24E-07,0.000766424,1.53E-05,-0.012156582,3.14E-05,2.15E-05,2.15E-05,1.94E-05,5.75E-05,0.001718388,1.37E-05,3.97E-07,0.000231019,8.07E-06,7.56E-05,0.002265552,-0.030162616,0,0.001064416,0.002424069,0.00039902,0.000149119,0.004181626,0.000424809,0,0,2.44E-06,0.000990175,0,7.87E-09,0.000731882,7.51E-05,1.17E-06,0.001178958,0.00012633,0.000261677,1.90E-07,6.64E-05,0,2.89E-05,-3.07E-05,0.001804869,0.000780852,0.001882718,0,0,1.08E-07,5.82E-08,0.000613218,9.50E-05,3.80E-07,0.00030897,0.000141228,7.64E-07,3.37E-05,0,5.40E-05,-0.024643534,1.47E-07,4.74E-08,2.60E-05,8.82E-06,0.003666254,0.001792543,-0.003076127,-0.000257004,-0.002147578,-0.002838815,-0.004204952,0.000184309,7.22E-05,-0.008175567,0.000772653,0.00101989,0.000535615,6.48E-06,-0.004532333,2.07E-08,0,-0.018994787,0,0.000563117,0.000130151,0,3.99E-08,-0.000547296,2.27E-05,2.19E-05,3.24E-05,1.50E-06,0,5.37E-07,0,-0.002086958,3.74E-08,4.69E-06,6.03E-05,-0.0001586,2.15E-05,3.33E-05,-0.000773526,-0.002321034,-0.000162721,8.36E-07,0,-0.000390288,1.95E-07,2.42E-07,-0.002967688,4.30E-07,9.20E-08,-0.002569987,8.09E-05,0.000219603,-0.033658388,4.75E-05,0,-0.015572708
-0.044511933,0.004877038,0.011390232,0.016356562,0.002587687,-0.020182268,0.00010361,-0.112608416,-0.031660247,-0.005122654,-0.084921152,-0.116267208,4.45E-06,0.000170807,2.00E-05,-0.000228961,0.000134867,1.95E-05,-0.006903803,0.000290194,0.000443792,0.000677555,0.000242273,0.000119701,1.26E-05,1.52E-05,1.76E-05,0.000239483,0.00021863,0.000286285,0.000500728,3.19E-05,0.000500936,0.000282136,1.92E-05,8.13E-06,0.000138558,4.58E-05,3.13E-05,1.71E-05,0.000294573,6.88E-06,1.65E-05,4.10E-06,5.89E-05,-1.16E-05,0.000201997,2.38E-05,0.000168063,0.00038133,9.78E-06,1.10E-05,5.38E-05,1.36E-06,0.000272863,8.97E-09,7.25E-07,7.91E-07,0.000399088,0.000485206,0.004976962,0.000270958,5.45E-07,0.001135522,1.54E-05,-0.009310425,1.37E-05,1.51E-05,2.10E-05,3.26E-05,5.94E-05,0.001917564,1.17E-05,1.13E-06,0.000339455,7.65E-06,0.000157133,0.002517922,-0.031305872,0,0.001216477,0.002212348,0.000500855,0.000160564,0.004801835,0.000430173,0,0,2.31E-06,0.001099405,0,1.26E-08,0.000839167,6.39E-05,2.64E-06,0.001519351,0.001264811,-0.006702264,3.30E-07,7.20E-05,0,6.11E-05,-4.50E-05,0.000202622,0.000958651,0.001534213,0,0,1.67E-07,8.12E-08,0.000716127,0.000121979,3.77E-07,0.000264121,0.000172749,7.64E-07,3.75E-05,0,7.61E-05,0.000842371,3.08E-07,4.74E-08,2.49E-05,7.30E-06,0.004102848,0.002046113,-0.002191359,5.26E-05,-0.000139875,-0.003280755,-0.003453861,0.000212911,6.69E-05,-0.00802021,0.001050247,0.001051244,0.000758551,8.95E-06,-0.004180917,3.38E-08,0,-0.019292166,0,0.000604721,0.000134942,0,1.41E-07,-0.000559241,3.39E-05,1.80E-05,3.92E-05,1.07E-06,0,2.32E-07,0,-0.00023978,3.74E-08,5.02E-06,8.92E-05,-5.19E-05,3.85E-05,-0.000142053,-0.000494822,-0.001113843,-0.000301943,1.27E-06,0,-0.000416147,2.21E-08,9.92E-08,-0.00181707,2.42E-07,1.69E-07,-0.001864467,0.000100547,2.71E-05,-0.03993972,4.90E-05,0,-0.016376069
-0.043295769,-0.037229342,-0.047225172,0.004366502,-0.014931135,0.014272049,0.000104005,-0.087634213,-0.02633842,-0.005509683,-0.065367619,-0.112364097,1.99E-05,0.000140329,1.51E-05,-0.000316599,0.000130094,3.20E-05,-0.005591708,0.000203288,0.000398693,0.000547422,0.000242145,9.03E-05,3.41E-05,7.11E-06,0.000128024,0.000172907,7.88E-05,0.000245785,0.000300872,4.15E-05,0.000410835,0.000320636,3.81E-05,6.58E-06,0.000141626,5.55E-05,7.81E-05,1.23E-05,0.000344726,5.73E-06,1.51E-05,-5.30E-07,-8.18E-05,-3.56E-06,6.94E-05,-3.76E-06,0.000140538,0.000241446,6.13E-06,-4.71E-05,0.000112611,-3.35E-06,0.000283735,8.97E-09,1.11E-06,7.84E-07,0.000360902,0.000407384,0.004395234,0.000269418,4.60E-07,0.000652726,1.44E-05,-0.012182089,2.45E-05,1.06E-05,1.79E-05,1.95E-05,3.69E-05,0.001342681,8.02E-06,9.98E-07,0.000317552,4.42E-06,0.000126564,0.001553708,-0.026963586,0,0.000923554,0.014105365,0.000332061,0.000138392,0.004129242,0.000546746,0,0,2.15E-06,0.001001735,0,7.87E-09,0.000612916,5.81E-05,1.89E-06,0.001060348,-0.010507368,0.000215526,1.86E-07,8.21E-05,0,5.51E-05,-8.17E-05,0.00164672,0.001073606,-6.64E-05,0,0,1.08E-07,8.12E-08,0.000653032,9.42E-05,2.19E-07,0.000174813,0.000235196,5.07E-07,2.66E-05,0,4.48E-05,0.001155137,1.39E-07,4.74E-08,1.62E-05,7.88E-06,0.003558615,0.001884582,-0.004053404,-0.001411858,-0.002879275,-0.004060786,-0.002215713,0.000228918,-5.36E-05,-0.006306918,0.000776879,0.000985646,0.000596161,7.31E-06,6.11E-05,2.71E-08,0,0.067982455,0,0.000682741,0.00013378,0,1.63E-08,-0.000352745,2.42E-05,2.12E-05,2.51E-05,1.39E-06,0,7.87E-07,0,-0.000442727,2.86E-08,3.44E-06,0.00010185,-2.12E-05,2.78E-05,-6.45E-05,-0.000513483,-0.001292196,-0.000177713,6.76E-07,0,-0.000350696,9.53E-08,4.03E-07,-0.001617069,2.42E-07,9.20E-08,-0.001644423,6.64E-05,7.96E-05,-0.03038458,4.44E-05,0,-0.015790378
-0.072908961,0.003131384,0.009728706,0.007009848,-0.028126822,-0.021027901,3.31E-05,0.031500207,0.034135725,-0.007505531,-0.114965976,-0.172924388,1.83E-05,0.000238016,2.27E-05,-9.35E-05,0.000135492,0.000150781,-0.009564444,0.000629603,0.000591643,0.000725787,0.000258736,0.00018046,3.02E-05,1.35E-05,6.56E-05,0.000319131,0.0002269,0.000384174,0.00096885,5.23E-05,0.000764596,0.00042854,-1.98E-05,-3.35E-06,0.000140979,4.95E-05,8.10E-05,1.64E-05,0.000386369,5.91E-06,1.98E-05,-4.11E-05,2.10E-05,6.92E-06,0.00022972,0.000201269,0.000310424,0.00090193,4.70E-05,1.32E-05,0.000149469,-2.29E-06,0.000371072,5.51E-09,1.05E-06,7.92E-07,0.000571328,0.000530477,0.005319155,0.000246358,5.45E-07,0.001228407,1.39E-05,-0.017380566,4.20E-05,1.22E-05,2.22E-05,2.34E-05,6.79E-05,0.001743412,8.16E-06,1.41E-06,0.000211749,4.12E-06,0.000116157,0.002155672,-0.03915459,0,0.001071834,0.015824157,0.000475763,0.000132614,0.004426167,0.0005765,0,0,1.19E-06,0.001078379,0,8.14E-09,0.001098733,5.54E-05,3.38E-06,0.001648809,-0.012016709,0.000158964,2.47E-07,9.47E-05,0,5.37E-05,0.000140708,0.004285067,0.001325924,0.001434208,0,0,1.67E-07,4.32E-08,0.001161228,0.000123259,5.60E-07,0.000314811,0.000334186,5.07E-07,3.76E-05,0,5.70E-05,0.001358742,2.84E-07,8.34E-08,3.05E-05,1.36E-05,0.005573351,0.002941629,-0.002450332,0.000593872,-0.002313944,0.00068968,-0.004165237,0.000193363,0.000119366,-0.010576423,0.001080442,0.00220894,0.001390444,4.52E-06,6.20E-05,2.46E-08,0,0.088182962,0,0.000899083,0.00015874,0,2.45E-08,-0.000424538,2.26E-05,1.18E-05,5.57E-05,2.62E-06,0,4.77E-07,0,-0.000249205,8.07E-08,3.48E-06,7.05E-05,-3.26E-05,4.47E-05,-0.000291416,-0.000394862,-0.001958847,-0.000103378,8.63E-07,0,-0.000212785,1.78E-08,7.28E-08,-0.003751488,4.30E-07,5.27E-08,-0.001580373,4.96E-05,2.38E-05,-0.03162277,3.96E-05,0,-0.01316447
-0.03871354,-0.002433115,0.005832076,0.032255485,0.002294078,-0.020020282,0.000248774,-0.106700214,-0.050419443,-0.003806941,-0.080102242,-0.114892505,4.51E-06,0.000155234,1.77E-05,-0.000220945,0.000134153,1.52E-05,-0.006374153,0.000181283,0.000446525,0.000555044,0.00023251,0.000128805,1.36E-05,1.09E-05,2.68E-05,0.000179963,0.000148211,0.00027587,0.000476157,3.44E-05,0.000461185,0.000392905,2.08E-05,8.34E-06,0.000109909,0.000138471,2.03E-05,9.99E-06,0.000327832,6.76E-06,2.74E-05,3.86E-06,5.05E-05,-2.64E-06,8.86E-05,-6.07E-05,0.000152704,0.000287574,7.79E-06,9.94E-06,8.44E-05,4.94E-07,0.000193006,7.06E-09,6.97E-07,7.96E-07,0.000337449,0.00043747,-0.020380565,0.000255604,4.91E-07,0.000973982,1.11E-05,0.002815984,-2.09E-06,2.00E-05,2.47E-05,2.79E-05,4.60E-05,0.001885122,7.02E-06,6.21E-07,0.00029583,2.35E-06,-0.009594668,0.002323461,0.005541804,0,0.001264604,0.00204014,0.000409393,0.000220629,0.005679306,0.000483959,0,0,1.21E-06,0.001039285,0,1.37E-08,0.000859227,8.09E-05,2.40E-06,0.001795857,0.001530768,0.000144605,8.27E-07,6.21E-05,0,-0.008616795,-9.63E-05,0.001777721,0.000843474,0.000736725,0,0,1.06E-07,8.12E-08,0.000711938,0.000124683,7.48E-07,0.000251477,0.000198495,8.68E-07,3.95E-05,0,7.27E-05,0.00101178,9.42E-07,1.76E-07,2.50E-05,5.68E-06,0.004138034,0.001952916,-0.013724715,0.000273234,-0.001157216,-0.001806174,-0.004257927,0.000163085,-1.05E-05,-0.006274532,0.000843976,0.000803899,0.000601998,9.26E-06,3.54E-05,3.38E-08,0,-0.020982438,0,0.000680803,8.64E-05,0,1.07E-08,-0.000724689,3.53E-05,7.00E-06,3.77E-05,1.29E-06,0,3.19E-07,0,-0.000114322,4.30E-08,4.06E-06,-0.003584075,-7.13E-05,3.87E-05,-0.000150903,-0.00042965,-0.000862343,-0.000276092,9.09E-07,0,-0.000292657,2.21E-08,6.89E-08,-0.002924926,9.49E-08,5.89E-08,-0.001673564,9.60E-05,4.02E-05,-0.036549253,5.40E-05,0,-0.014364293
